TiO2_wt,TiO2_fine_frac,ZrO2_wt,BaSO4_wt,SiO2_wt,Lime_wt,K_solar,eps_window,K_solar_norm,eps_window_norm,dual_obj,pareto_flag,row_rank
20,0.7,0,20.0,5.0,55.0,2.73424449743418,0.8826176689840843,0.5558704965770034,0.994286702298221,0.7750785994376121,False,81
25,0.4,0,25.0,5.0,45.0,2.6949349355882704,0.886604795176245,0.5478788829213792,0.9987782808067426,0.773328581864061,False,82
20,0.4,15,15.0,5.0,45.0,2.7061303225029825,0.883667104336702,0.5501548993089015,0.9954689125039498,0.7728119059064256,False,83
20,0.5,10,15.0,5.0,50.0,2.686266304492609,0.8824364604894704,0.5461165546890979,0.9940825672543968,0.7700995609717474,False,84
15,0.6,15,25.0,5.0,40.0,2.6368069167349644,0.8868934495391808,0.5360614866587751,0.9991034558000755,0.7675824712294252,False,85
20,0.6,5,15.0,5.0,55.0,2.6679213052305686,0.8810052526075273,0.5423870257976383,0.9924702825525978,0.7674286541751181,False,86
15,0.7,15,15.0,5.0,50.0,2.649261593892814,0.8819839725830749,0.5385935161034487,0.9935728304520534,0.7660831732777511,False,87
20,0.4,10,25.0,5.0,40.0,2.610230634981242,0.8871699258549586,0.5306585422807303,0.999414911976332,0.7650367271285312,False,88
20,0.7,0,15.0,5.0,60.0,2.6509275005191775,0.8793201005284904,0.5389321940616623,0.9905719245631582,0.7647520593124102,False,89
25,0.4,0,20.0,5.0,50.0,2.6076386176486035,0.8842886216137391,0.5301315864934252,0.9961690643199879,0.7631503254067065,False,90
20,0.5,5,25.0,5.0,45.0,2.5937501116535766,0.8863031400305585,0.5273080603854224,0.9984384601680043,0.7628732602767134,False,91
20,0.6,0,25.0,5.0,50.0,2.5785622336748646,0.8853107503345067,0.5242203726230807,0.9973205130511991,0.7607704428371399,False,92
15,0.7,10,25.0,5.0,45.0,2.5549204496067537,0.885987585548305,0.5194140101115207,0.998082981644765,0.7587484958781429,False,93
15,0.6,15,20.0,5.0,45.0,2.546312821111577,0.8846573416559812,0.5176640836764655,0.9965844349246735,0.7571242593005696,False,94
20,0.4,10,20.0,5.0,45.0,2.5214479310881273,0.8850091520418362,0.5126090643548072,0.9969807564585361,0.7547949104066717,False,95
25,0.4,0,15.0,5.0,55.0,2.5258203828957027,0.8815075533239872,0.5134979815528913,0.9930361344956095,0.7532670580242504,False,96
20,0.5,5,20.0,5.0,50.0,2.5090113818462485,0.8839017427589235,0.510080720306104,0.9957332374447042,0.7529069788754041,False,97
20,0.6,0,20.0,5.0,55.0,2.497519631934094,0.8826176689840843,0.5077444534740037,0.994286702298221,0.7510155778861123,False,98
15,0.7,10,20.0,5.0,50.0,2.4707287503441226,0.8834953297916899,0.5022978810598951,0.9952754049956585,0.7487866430277768,False,99
15,0.5,15,25.0,5.0,40.0,2.436046600127483,0.8868934495391808,0.4952470178026506,0.9991034558000755,0.7471752368013631,False,100
15,0.6,15,15.0,5.0,50.0,2.4618240628569557,0.8819839725830749,0.5004875626849292,0.9935728304520534,0.7470301965684913,False,101
20,0.4,10,15.0,5.0,50.0,2.438506153134164,0.8824364604894707,0.49574704366078587,0.9940825672543971,0.7449148054575915,False,102
20,0.5,5,15.0,5.0,55.0,2.4296343710934925,0.8810052526075273,0.49394341494612676,0.9924702825525978,0.7432068487493623,False,103
20,0.6,0,15.0,5.0,60.0,2.4214160370784477,0.8793201005284904,0.4922726318781658,0.9905719245631582,0.741422278220662,False,104
15,0.6,10,25.0,5.0,45.0,2.3624280480896545,0.885987585548305,0.4802804041304098,0.998082981644765,0.7391816928875874,False,105
15,0.7,10,15.0,5.0,55.0,2.3919087380920376,0.8804749025344561,0.4862738132079211,0.9918728324405641,0.7390733228242427,False,106
15,0.5,15,20.0,5.0,45.0,2.3524425134665097,0.8846573416559812,0.47825035008997446,0.9965844349246735,0.737417392507324,False,107
20,0.4,5,25.0,5.0,45.0,2.3393674895698,0.8863031400305585,0.47559220447313566,0.9984384601680043,0.7370153323205699,False,108
20,0.5,0,25.0,5.0,50.0,2.3341558273566174,0.8853107503345067,0.47453267623228085,0.9973205130511991,0.7359265946417399,False,109
15,0.7,5,25.0,5.0,50.0,2.294633321210577,0.8849472062460182,0.4664977711102322,0.9969109732633775,0.7317043721868048,False,110
15,0.6,10,20.0,5.0,50.0,2.2845795061575633,0.8834953297916899,0.4644538356936093,0.9952754049956585,0.729864620344634,False,111
15,0.5,15,15.0,5.0,50.0,2.2743865318210967,0.8819839725830749,0.46238160926640964,0.9935728304520534,0.7279772198592315,False,112
20,0.4,5,20.0,5.0,50.0,2.2629395296333192,0.8839017427589239,0.46005443962360376,0.9957332374447045,0.7278938385341541,False,113
20,0.5,0,20.0,5.0,55.0,2.2607947664340093,0.8826176689840843,0.45961841037100426,0.994286702298221,0.7269525563346126,False,114
15,0.4,15,25.0,5.0,40.0,2.235286283520003,0.8868934495391808,0.4544325489465264,0.9991034558000755,0.726768002373301,False,115
15,0.7,5,20.0,5.0,55.0,2.2219148819247287,0.8821428792792471,0.4517141498963791,0.9937518420676852,0.7227329959820321,False,116
