wavelength_nm,R_Optimal,R_TiO2-only_control,R_Plain_lime,R_Purdue_benchmark
1590.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1595.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1600.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1605.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1610.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1615.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1620.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1625.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1630.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1635.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1640.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1645.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1650.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1655.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1660.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1665.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1670.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1675.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1680.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1685.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1690.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1695.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1700.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1705.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1710.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1715.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1720.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1725.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1730.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1735.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1740.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1745.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1750.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1755.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1760.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1765.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1770.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1775.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1780.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1785.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1790.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1795.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1800.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1805.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
1810.0,0.09688862454581801,0.0894579642413958,0.05957167881199605,0.981
