wavelength_nm,R_ELW-1,R_ELW-2,R_ELW-3,R_ELW-4,R_ELW-5,R_ELW-C,R_plain_lime_lit,R_purdue_benchmark,AM1.5G_irr_W_m2_nm
2190.0,0.9706065253024314,0.9689229808103921,0.9725726415515948,0.9680090418625561,0.9742816236961509,0.9660007942644494,0.65,0.981,0.079068
2200.0,0.9703440434328565,0.9686375021663373,0.9723499942792447,0.9677350637133652,0.9740909477373517,0.9656788707155908,0.65,0.981,0.071202
2210.0,0.9700790462678676,0.9683493065311447,0.9721252432112445,0.9674584617126158,0.9738984436546008,0.9653539037624289,0.65,0.981,0.079315
2220.0,0.9698124188468925,0.9680593875586316,0.9718994042275019,0.9671801158661063,0.9737052159477093,0.9650270512957531,0.65,0.981,0.07773
2230.0,0.9695450206013505,0.96776871206526,0.9716734573588255,0.966900877865102,0.9735123240734834,0.9646994422930639,0.65,0.981,0.075773
2240.0,0.969277663137662,0.967478194970751,0.9714483215210161,0.9666215491848311,0.9733207552687891,0.9643721474769663,0.65,0.981,0.073118
2250.0,0.9690110932450698,0.9671886799722698,0.9712248353608384,0.9663428645641734,0.9731314041277239,0.9640461564923974,0.65,0.981,0.071937
2260.0,0.9687459812011662,0.9669009260661315,0.9710037442721644,0.9660654808919351,0.9729450589721705,0.9637223617745436,0.65,0.981,0.066929
2270.0,0.9684829140404925,0.9666155995755303,0.9707856931756612,0.9657899711174193,0.9727623945516848,0.9634015487517087,0.65,0.981,0.064867
2280.0,0.9682223931664686,0.9663332710212704,0.9705712243299907,0.9655168225226052,0.9725839702558838,0.9630843916506618,0.65,0.981,0.066288
2290.0,0.9679648355248999,0.9660544159861721,0.9703607792574188,0.9652464385384955,0.9724102328222919,0.9627714539499934,0.65,0.981,0.06322
2300.0,0.9677105775019698,0.9657794190563744,0.97015470380489,0.9649791432414552,0.9722415224562937,0.9624631924415072,0.65,0.981,0.058824
2310.0,0.9674598807371767,0.9655085799478116,0.969953255395079,0.9647151877010253,0.9720780813183861,0.9621599638819391,0.65,0.981,0.06387
2320.0,0.9672129391249594,0.9652421210145192,0.9697566116204303,0.9644547574411946,0.9719200634436299,0.9618620333134774,0.65,0.981,0.052031
2330.0,0.9669698863933675,0.9649801954594708,0.9695648794680225,0.9641979803971318,0.9717675453081002,0.961569583270866,0.65,0.981,0.056824
2340.0,0.9667308037740237,0.9647228957067594,0.9693781046112759,0.9639449348796514,0.9716205364221949,0.9612827232492432,0.65,0.981,0.045836
2350.0,0.9664957274005146,0.9644702615292062,0.9691962803491367,0.9636956571849913,0.9714789894910593,0.9610014989613965,0.65,0.981,0.041536
2360.0,0.9662646551829598,0.964222287647909,0.9690193559033418,0.9634501486000535,0.9713428098274249,0.9607259010535973,0.65,0.981,0.050237
2370.0,0.9660375530000884,0.9639789306242252,0.9688472438946956,0.9632083816478898,0.9712118638243149,0.9604558730686349,0.65,0.981,0.030817
2380.0,0.965814360125647,0.9637401149482928,0.9686798269072996,0.9629703054941282,0.9710859863929592,0.9601913185411165,0.65,0.981,0.042552
2390.0,0.9655949938633359,0.9635057382922539,0.9685169631171706,0.9627358504931882,0.9709649873456535,0.9599321071838887,0.65,0.981,0.037109
2400.0,0.9653793534065729,0.9632756759426667,0.9683584910098696,0.9625049318954344,0.970848656756426,0.9596780801777423,0.65,0.981,0.04415
2410.0,0.965167322967939,0.9630497844585255,0.9682042332449002,0.9622774527656608,0.9707367693681012,0.959429054612973,0.65,0.981,0.033813
2420.0,0.9649587742415917,0.9628279046209103,0.968053999744547,0.9620533061822046,0.9706290881359257,0.9591848271537807,0.65,0.981,0.02659
2430.0,0.9647535682718434,0.9626098637513818,0.9679075900958605,0.9618323767967172,0.97052536700865,0.9589451770085622,0.65,0.981,0.045099
2440.0,0.9645515568055281,0.962395477480193,0.9677647953577552,0.9616145418395982,0.9704253530510353,0.9587098682933439,0.65,0.981,0.043249
2450.0,0.9643525832055735,0.9621845510450349,0.9676253993641813,0.9613996716566322,0.9703287880093132,0.9584786518745576,0.65,0.981,0.013611
2460.0,0.9641564830003632,0.9619768801972859,0.9674891796095498,0.9611876298601217,0.9702354094150455,0.9582512667727003,0.65,0.981,0.033363
2470.0,0.9639630841387613,0.961772251787264,0.9673559077959901,0.960978273173281,0.9701449513147203,0.9580274412017887,0.65,0.981,0.016727
2480.0,0.9637722070146909,0.9615704440932882,0.9672253501144349,0.9607714510411026,0.9700571447032146,0.9578068933117949,0.65,0.981,0.0080395
2490.0,0.9635836643188627,0.9613712269522786,0.9670972673230261,0.9605670050742698,0.9699717177295902,0.9575893316932036,0.65,0.981,0.0035113
2500.0,0.963397260768535,0.9611743617425949,0.9669714146784631,0.9603647683857739,0.9698883957343786,0.9573744556951128,0.65,0.981,0.0070642
